City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,tautira,-17.7333,-149.15,27.44,73,31,4.58,PF,1677360269
365,magdagachi,53.45,125.8,-22.93,100,84,0.52,RU,1677360270
366,kassala,15.451,36.4,26.81,37,0,3.45,SD,1677360273
367,henties bay,-22.116,14.2845,18.57,82,53,1.96,NA,1677360274
368,mosquera,4.7059,-74.2302,19.05,59,40,5.14,CO,1677360275
369,sherlovaya gora,50.5667,116.25,-22.17,100,67,1.93,RU,1677360277
370,cabo san lucas,22.8909,-109.9124,25.17,38,40,8.23,MX,1677360038
371,grand gaube,-20.0064,57.6608,25.22,81,3,0.89,MU,1677360280
372,luderitz,-26.6481,15.1594,19.06,60,0,10.09,NA,1677360282
373,mehamn,71.0357,27.8492,-2.03,86,79,9.26,NO,1677360283
374,broome,42.2506,-75.833,0.56,70,100,2.06,US,1677360285
375,sibolga,1.7427,98.7792,23.91,86,100,1.83,ID,1677360287
376,san jeronimo,-11.9472,-75.2829,16.42,58,100,2.63,PE,1677360289
377,vanimo,-2.6741,141.3028,24.65,87,71,2.16,PG,1677360290
378,hovd,48.0056,91.6419,-10.26,66,100,1.87,MN,1677360292
379,coihaique,-45.5752,-72.0662,11.34,66,75,3.09,CL,1677360293
380,menongue,-14.6585,17.691,18.78,90,100,1.99,AO,1677360295
381,the valley,18.217,-63.0578,25.92,73,40,4.63,AI,1677360296
382,nampula,-15.1165,39.2666,21.18,98,100,1.69,MZ,1677360297
383,takayama,36.1333,137.25,-4.61,89,98,3.4,JP,1677360299
384,farah,32.5,62.5,11.29,55,27,1.16,AF,1677360300
385,tuatapere,-46.1333,167.6833,14.3,81,50,0.75,NZ,1677360301
386,saint-francois,46.4154,3.9054,3.69,60,40,4.63,FR,1677360234
387,zhicheng,30.2956,111.5047,6.14,75,42,0.43,CN,1677360305
388,manjacaze,-24.7117,33.8828,22.59,96,100,4.72,MZ,1677360306
389,khandbari,27.3747,87.2039,12.95,62,16,1.51,NP,1677360309
390,nguruka,-5.1092,31.0419,19.08,91,99,1.18,TZ,1677360311
391,huancavelica,-12.7667,-74.9833,7.31,79,100,3.46,PE,1677360312
392,sistranda,63.7256,8.834,1.98,75,100,5.92,NO,1677360314
393,nabire,-3.3667,135.4833,24.34,94,100,1.43,ID,1677360309
394,sanming,26.2486,117.6186,6.2,95,19,1.35,CN,1677360317
395,hearst,49.6835,-83.6665,-8.86,82,100,1.62,CA,1677360318
396,pascagoula,30.3658,-88.5561,28.51,65,0,2.57,US,1677360319
397,oum hadjer,13.2954,19.6966,27.49,12,71,6.09,TD,1677360321
398,seymchan,62.8833,152.4333,-33.44,98,85,1.64,RU,1677360322
399,zabaykalsk,49.6333,117.3167,-17.97,95,5,1.79,RU,1677360324
400,san patricio,28.017,-97.5169,28.42,53,57,4.9,US,1677360325
401,mbouda,5.6258,10.2552,20.9,51,89,2.34,CM,1677360327
402,dingle,10.9995,122.6711,23.35,93,8,3.25,PH,1677360328
403,ushtobe,45.2514,77.9838,-7.74,91,88,1.79,KZ,1677360330
404,leningradskiy,69.3833,178.4167,-32.41,90,23,2.28,RU,1677360331
405,kettering,39.6895,-84.1688,11.24,52,0,3.6,US,1677360125
406,novouzensk,50.4592,48.1431,-0.39,94,100,7.01,RU,1677360334
407,boende,-0.2167,20.8667,25.75,51,93,0.23,CD,1677360336
408,lisakovsk,52.5369,62.4936,-7.62,77,96,7.75,KZ,1677360337
409,salekhard,66.53,66.6019,-18.5,95,84,1.5,RU,1677360340
410,souillac,-20.5167,57.5167,25.21,83,40,1.54,MU,1677360341
411,lukovetskiy,64.2956,41.9211,-20.12,100,99,1.22,RU,1677360342
412,victor harbor,-35.5667,138.6167,13.16,72,39,4.45,AU,1677360344
413,novochernorechenskiy,56.2669,91.0828,-8.76,95,100,2.99,RU,1677360345
414,anito,12.4497,125.2886,25.35,88,30,5.04,PH,1677360347
415,izhma,65.0083,53.9113,-13.34,98,99,1.3,RU,1677360348
416,ayolas,-27.4,-56.9,36.48,21,54,2.35,PY,1677360349
417,anchorage,61.2181,-149.9003,-2.98,84,20,3.09,US,1677360351
418,nocupetaro,19.05,-101.15,33.77,22,1,2.36,MX,1677360352
419,nouadhibou,20.931,-17.0347,17.99,72,90,6.69,MR,1677360354
420,esmeraldas,-19.7625,-44.3139,30.06,81,82,0.59,BR,1677360355
421,swellendam,-34.0226,20.4417,17.63,63,37,4.52,ZA,1677360358
422,tiksi,71.6872,128.8694,-25.4,100,100,4.76,RU,1677360190
423,tunduma,-9.3,32.7667,15.21,92,100,0.55,TZ,1677360361
424,mackay,-21.15,149.2,25.93,80,92,5.79,AU,1677360362
425,bembereke,10.2283,2.6634,29.35,11,94,1.7,BJ,1677360364
426,gornopravdinsk,60.05,69.9,-11.22,94,100,3.42,RU,1677360365
427,pisco,-13.7,-76.2167,25.03,69,100,10.29,PE,1677360367
428,moree,-29.4667,149.85,20.18,68,89,5.61,AU,1677360369
429,kismayo,-0.3582,42.5454,25.31,85,94,6.27,SO,1677360370
430,asau,46.4333,26.4,6.51,84,84,2.3,RO,1677360371
431,santo andre,-23.6639,-46.5383,27.85,74,75,4.12,BR,1677360373
432,doka,13.5167,35.7667,29.12,18,1,5.75,SD,1677360375
433,banda aceh,5.5577,95.3222,25.0,81,54,5.2,ID,1677360376
434,felanitx,39.4696,3.1483,7.75,72,42,3.51,ES,1677360377
435,salalah,17.0151,54.0924,24.05,73,40,1.03,OM,1677360110
436,almaznyy,48.0448,40.045,1.68,87,100,6.86,RU,1677360380
437,manta,-0.95,-80.7333,29.88,74,75,1.54,EC,1677360381
438,paciran,-6.8767,112.3761,25.14,86,100,3.88,ID,1677360383
439,gladstone,-23.85,151.25,24.32,73,31,3.09,AU,1677360374
440,port hawkesbury,45.6169,-61.3485,-11.57,76,100,7.15,CA,1677360386
441,gaoual,11.75,-13.2,29.85,18,9,0.76,GN,1677360387
442,lata,40.1629,-8.3327,11.56,92,100,1.17,PT,1677360389
443,taltal,-25.4,-70.4833,22.36,70,0,3.09,CL,1677360391
444,hami,42.8,93.45,5.28,34,49,3.07,CN,1677360392
445,dali,25.7,100.1833,6.64,86,80,1.4,CN,1677360394
446,ilheus,-14.7889,-39.0494,27.9,74,20,4.12,BR,1677360214
447,strezhevoy,60.7333,77.5889,-14.1,94,100,3.91,RU,1677360396
448,calama,-22.4667,-68.9333,24.27,17,0,9.77,CL,1677360153
449,verkhnevilyuysk,63.4453,120.3167,-4.59,83,60,5.06,RU,1677360399
450,victoria,22.2855,114.1577,15.69,67,100,6.71,HK,1677360401
451,orotukan,62.2667,151.7,-31.46,92,30,3.62,RU,1677360403
452,tabuk,17.4189,121.4443,20.57,95,100,5.31,PH,1677360404
453,heihe,50.2441,127.4902,-16.68,99,5,1.18,CN,1677360406
454,januaria,-15.4833,-44.3667,28.83,49,19,0.77,BR,1677360407
455,boa vista,2.8197,-60.6733,28.99,54,75,5.14,BR,1677360408
456,nunchia,5.6406,-72.1986,34.11,26,66,3.53,CO,1677360410
457,villarrica,-25.75,-56.4333,32.17,42,58,1.22,PY,1677360411
458,cochrane,51.1834,-114.4687,-1.8,50,75,2.57,CA,1677360413
459,quatre cocos,-20.2078,57.7625,25.06,83,25,3.27,MU,1677360414
460,sulangan,11.1373,123.7228,26.63,81,7,7.27,PH,1677360415
461,kibungo,-2.1597,30.5427,16.51,90,100,0.79,RW,1677360417
462,hofn,64.2539,-15.2082,4.37,83,100,4.61,IS,1677360418
463,chernyshevsk,52.5243,117.0174,-22.6,100,97,0.33,RU,1677360420
464,pombas,17.1503,-25.0201,18.88,73,92,5.1,CV,1677360421
465,takoradi,4.8845,-1.7554,27.55,82,100,4.94,GH,1677360423
466,vaitape,-16.5167,-151.75,27.42,72,16,3.04,PF,1677360424
467,fairlie,55.756,-4.8556,4.57,76,11,1.88,GB,1677360426
468,trindade,-16.6494,-49.4889,23.86,87,99,0.94,BR,1677360428
469,bambanglipuro,-7.95,110.2833,24.36,92,100,5.44,ID,1677360429
470,kenai,60.5544,-151.2583,-5.48,97,100,2.57,US,1677360431
471,ciudad bolivar,8.1222,-63.5497,33.38,30,99,4.64,VE,1677360380
472,codajas,-3.8367,-62.0569,26.65,94,81,1.25,BR,1677360433
473,ilhabela,-23.7781,-45.3581,25.53,88,94,2.84,BR,1677360435
474,gat,31.61,34.7642,13.55,84,0,2.28,IL,1677360436
475,havre-saint-pierre,50.2334,-63.5986,-14.0,50,0,4.12,CA,1677360438
476,kununurra,-15.7667,128.7333,24.99,94,75,2.57,AU,1677360439
477,waipawa,-41.4122,175.5153,15.26,89,93,0.6,NZ,1677360441
478,tabory,58.5198,64.5495,-11.58,94,100,2.6,RU,1677360442
479,pandharpur,17.6667,75.3333,25.1,20,0,2.99,IN,1677360444
480,sao geraldo do araguaia,-6.4006,-48.555,26.52,87,86,0.43,BR,1677360445
481,mizdah,31.4451,12.9801,16.72,38,39,4.86,LY,1677360447
482,namatanai,-3.6667,152.4333,26.86,81,96,1.77,PG,1677360448
483,odesskoye,54.2111,72.9651,-18.18,94,16,4.49,RU,1677360450
484,forest,37.3638,-79.2897,5.05,92,100,0.0,US,1677360452
485,omboue,-1.5746,9.2618,24.57,84,100,0.5,GA,1677360453
486,ambunti,-4.2365,142.8448,22.55,99,94,0.5,PG,1677360455
487,sorong,-0.8833,131.25,27.2,80,100,2.13,ID,1677360456
488,grindavik,63.8424,-22.4338,7.97,93,100,9.77,IS,1677360458
489,champasak,14.75,106.0,17.88,72,18,2.05,LA,1677360459
490,bathsheba,13.2167,-59.5167,26.34,65,40,7.72,BB,1677360461
491,pano polemidia,34.7,33.0,13.03,87,0,0.0,CY,1677360462
492,roma,43.2128,-75.4557,-4.04,86,100,3.6,US,1677360465
493,fairbanks,64.8378,-147.7164,-7.65,86,100,3.6,US,1677360466
494,north platte,41.1239,-100.7654,6.94,60,0,4.63,US,1677360468
495,kargasok,59.0556,80.8572,-13.9,94,91,4.55,RU,1677360469
496,san andres,12.5847,-81.7006,29.01,65,20,8.75,CO,1677360386
497,belle fourche,44.6714,-103.8522,8.92,75,1,5.76,US,1677360473
498,alexandria,31.2156,29.9553,15.13,71,0,2.33,EG,1677360474
499,aksu,41.1231,80.2644,4.67,59,100,0.5,CN,1677360476
500,cabra,37.4725,-4.4421,5.47,78,94,2.01,ES,1677360477
501,sao felix do xingu,-6.6447,-51.995,27.35,79,100,1.06,BR,1677360419
502,inongo,-1.95,18.2667,24.76,76,89,1.52,CD,1677360480
503,palmira,3.5394,-76.3036,29.71,48,40,6.69,CO,1677360483
504,te anau,-45.4167,167.7167,13.26,78,18,0.4,NZ,1677360484
505,voh,-20.9667,164.7,25.26,87,99,0.76,NC,1677360486
506,alta floresta,-9.8756,-56.0861,27.03,87,82,0.33,BR,1677360487
507,tabas,33.5959,56.9244,12.9,53,52,1.59,IR,1677360489
508,siyabuswa,-25.1132,29.0445,23.04,62,1,2.35,ZA,1677360491
509,half moon bay,37.4636,-122.4286,12.11,67,0,4.12,US,1677360194
510,taoudenni,22.6783,-3.9836,21.79,14,1,4.0,ML,1677360494
511,porto nacional,-10.7081,-48.4172,23.0,72,69,0.19,BR,1677360210
512,mantua,45.1667,10.7833,11.72,87,100,0.89,IT,1677360497
513,sohbatpur,28.5202,68.5434,22.42,24,66,1.32,PK,1677360498
514,aswan,24.0934,32.907,17.84,29,0,3.91,EG,1677360500
515,yugorsk,61.3133,63.3319,-19.29,99,93,1.72,RU,1677360501
516,mawlaik,23.6333,94.4167,17.31,57,65,0.62,MM,1677360503
517,darhan,49.4867,105.9228,-13.58,91,33,2.93,MN,1677360504
518,asyut,27.181,31.1837,16.06,42,0,3.17,EG,1677360506
519,yamada,39.4667,141.95,-1.87,65,33,1.61,JP,1677360507
520,colac,-38.3333,143.5833,14.35,91,87,3.74,AU,1677360509
521,kirovskiy,45.0917,133.5136,-18.88,100,85,1.14,RU,1677360510
522,cockburn town,21.4612,-71.1419,24.54,67,2,6.38,TC,1677360512
523,kropotkin,45.4375,40.5756,4.58,64,96,3.5,RU,1677360513
524,shieli,44.1667,66.75,-2.58,55,0,3.56,KZ,1677360515
525,karonga,-9.9333,33.9333,22.71,89,99,2.46,MW,1677360516
526,sandpoint,48.2766,-116.5533,1.48,64,100,2.57,US,1677360297
527,buala,-8.145,159.5921,26.66,84,100,2.83,SB,1677360519
528,arawa,-6.2132,155.5367,26.32,89,100,0.62,PG,1677360520
529,saint george,37.1041,-113.5841,17.33,29,0,9.77,US,1677360522
530,ganzhou,28.8184,115.4327,4.9,79,39,2.5,CN,1677360524
531,vangaindrano,-23.35,47.6,23.4,92,49,2.39,MG,1677360527
532,santa vitoria do palmar,-33.5189,-53.3681,20.98,89,99,3.76,BR,1677360380
533,satana,20.5833,74.2,21.37,21,44,1.95,IN,1677360530
534,sao miguel do tapuio,-5.5036,-41.3233,23.4,91,93,0.96,BR,1677360531
535,sisimiut,66.9395,-53.6735,-16.62,92,100,3.13,GL,1677360532
536,adeje,28.1227,-16.726,18.65,79,20,3.09,ES,1677360534
537,kuching,1.55,110.3333,26.13,96,40,0.0,MY,1677360535
538,mitzic,0.7821,11.549,19.85,93,92,1.39,GA,1677360537
539,puerto cabezas,14.0351,-83.3888,28.98,74,20,6.17,NI,1677360538
540,zhigansk,66.7697,123.3711,-19.62,97,100,10.56,RU,1677360540
541,donskoye,45.4552,41.9741,9.07,47,82,2.4,RU,1677360541
542,rosario do sul,-30.2583,-54.9142,29.24,42,4,5.48,BR,1677360302
543,talakan,50.3167,130.3667,-22.7,100,53,1.55,RU,1677360544
544,contai,21.7786,87.7536,21.67,81,0,1.91,IN,1677360546
545,heyang,26.1011,107.473,3.67,83,8,1.73,CN,1677360547
546,bang saphan,11.2126,99.5117,25.26,74,87,2.64,TH,1677360549
547,luganville,-15.5333,167.1667,28.13,79,100,2.77,VU,1677360550
548,sola,-13.8833,167.55,28.25,75,86,4.38,VU,1677360552
549,koumac,-20.5667,164.2833,26.08,82,99,1.79,NC,1677360553
550,cape canaveral,28.4058,-80.6048,31.11,68,0,4.63,US,1677360554
551,itupiranga,-5.1347,-49.3267,30.18,81,84,0.83,BR,1677360555
552,kovdor,67.5662,30.4758,-23.53,100,100,1.2,RU,1677360557
553,hargeysa,9.56,44.065,18.32,89,73,3.04,SO,1677360558
554,dekar,-21.5333,21.9333,23.57,32,0,3.04,BW,1677360560
555,vytegra,61.0064,36.4481,-7.52,94,100,3.0,RU,1677360561
556,kushiro,42.975,144.3747,-6.7,80,33,2.5,JP,1677360563
557,san quintin,30.4833,-115.95,11.94,90,100,6.76,MX,1677360564
558,eyl,7.9803,49.8164,24.39,79,83,6.13,SO,1677360567
559,sinnamary,5.3833,-52.95,24.77,89,100,3.64,GF,1677360568
560,raca,44.2271,20.9775,5.28,92,100,3.31,RS,1677360570
561,canarana,-11.6847,-41.7689,28.39,41,47,3.25,BR,1677360571
562,fortuna,40.5982,-124.1573,11.63,67,0,5.14,US,1677360523
563,hervey bay,-25.2986,152.8535,22.89,79,17,3.87,AU,1677360574
564,smithers,54.7804,-127.1743,-10.82,79,100,1.03,CA,1677360575
565,tazovskiy,67.4667,78.7,-14.62,97,98,2.19,RU,1677360578
566,ostroleka,53.0862,21.5757,2.18,98,100,3.65,PL,1677360579
567,isla mujeres,21.2311,-86.731,28.03,69,0,4.97,MX,1677360580
568,kunya,12.2233,8.5325,25.84,11,45,3.0,NG,1677360582
569,canillo,42.5833,1.6667,-1.98,95,100,2.63,AD,1677360583
570,jinchang,38.4953,102.1739,2.27,44,1,1.78,CN,1677360584
571,bonthe,7.5264,-12.505,24.97,88,91,3.75,SL,1677360587
572,filadelfia,39.9523,-75.1638,2.61,60,75,4.63,US,1677360305
573,georgiyevka,43.0369,74.7114,-9.98,92,75,1.0,KZ,1677360590
574,amga,60.8953,131.9608,-18.27,97,100,4.88,RU,1677360591
